scope,reviewer,bank_vendor,subset,field,label,count,denominator,rate
source_bank_audit,gemini_flash_lite,S,positive,strategy,consolidation,15,20,0.75
source_bank_audit,gemini_flash_lite,S,positive,strategy,specialization,0,20,0.0
source_bank_audit,gemini_flash_lite,S,positive,strategy,both,0,20,0.0
source_bank_audit,gemini_flash_lite,S,positive,strategy,neither,0,20,0.0
source_bank_audit,gemini_flash_lite,S,positive,strategy,uncertain,0,20,0.0
source_bank_audit,gemini_flash_lite,S,positive,strategy,unknown,5,20,0.25
source_bank_audit,gemini_flash_lite,S,positive,commitment_increase,yes,15,20,0.75
source_bank_audit,gemini_flash_lite,S,positive,commitment_increase,no,0,20,0.0
source_bank_audit,gemini_flash_lite,S,positive,commitment_increase,uncertain,0,20,0.0
source_bank_audit,gemini_flash_lite,S,positive,commitment_increase,unknown,5,20,0.25
source_bank_audit,gemini_flash_lite,S,positive,unsupported_capability_claim,yes,0,20,0.0
source_bank_audit,gemini_flash_lite,S,positive,unsupported_capability_claim,no,15,20,0.75
source_bank_audit,gemini_flash_lite,S,positive,unsupported_capability_claim,uncertain,0,20,0.0
source_bank_audit,gemini_flash_lite,S,positive,unsupported_capability_claim,unknown,5,20,0.25
source_bank_audit,glm52,S,contested,strategy,consolidation,18,20,0.9
source_bank_audit,glm52,S,contested,strategy,specialization,0,20,0.0
source_bank_audit,glm52,S,contested,strategy,both,0,20,0.0
source_bank_audit,glm52,S,contested,strategy,neither,1,20,0.05
source_bank_audit,glm52,S,contested,strategy,uncertain,1,20,0.05
source_bank_audit,glm52,S,contested,strategy,unknown,0,20,0.0
source_bank_audit,glm52,S,contested,commitment_increase,yes,20,20,1.0
source_bank_audit,glm52,S,contested,commitment_increase,no,0,20,0.0
source_bank_audit,glm52,S,contested,commitment_increase,uncertain,0,20,0.0
source_bank_audit,glm52,S,contested,commitment_increase,unknown,0,20,0.0
source_bank_audit,glm52,S,contested,unsupported_capability_claim,yes,9,20,0.45
source_bank_audit,glm52,S,contested,unsupported_capability_claim,no,11,20,0.55
source_bank_audit,glm52,S,contested,unsupported_capability_claim,uncertain,0,20,0.0
source_bank_audit,glm52,S,contested,unsupported_capability_claim,unknown,0,20,0.0
source_bank_audit,gemini_flash_lite,S,contested,strategy,consolidation,15,20,0.75
source_bank_audit,gemini_flash_lite,S,contested,strategy,specialization,1,20,0.05
source_bank_audit,gemini_flash_lite,S,contested,strategy,both,0,20,0.0
source_bank_audit,gemini_flash_lite,S,contested,strategy,neither,0,20,0.0
source_bank_audit,gemini_flash_lite,S,contested,strategy,uncertain,1,20,0.05
source_bank_audit,gemini_flash_lite,S,contested,strategy,unknown,3,20,0.15
source_bank_audit,gemini_flash_lite,S,contested,commitment_increase,yes,17,20,0.85
source_bank_audit,gemini_flash_lite,S,contested,commitment_increase,no,0,20,0.0
source_bank_audit,gemini_flash_lite,S,contested,commitment_increase,uncertain,0,20,0.0
source_bank_audit,gemini_flash_lite,S,contested,commitment_increase,unknown,3,20,0.15
source_bank_audit,gemini_flash_lite,S,contested,unsupported_capability_claim,yes,0,20,0.0
source_bank_audit,gemini_flash_lite,S,contested,unsupported_capability_claim,no,17,20,0.85
source_bank_audit,gemini_flash_lite,S,contested,unsupported_capability_claim,uncertain,0,20,0.0
source_bank_audit,gemini_flash_lite,S,contested,unsupported_capability_claim,unknown,3,20,0.15
source_bank_audit,glm52,S,named_not_live,strategy,consolidation,1,20,0.05
source_bank_audit,glm52,S,named_not_live,strategy,specialization,6,20,0.3
source_bank_audit,glm52,S,named_not_live,strategy,both,0,20,0.0
source_bank_audit,glm52,S,named_not_live,strategy,neither,13,20,0.65
source_bank_audit,glm52,S,named_not_live,strategy,uncertain,0,20,0.0
source_bank_audit,glm52,S,named_not_live,strategy,unknown,0,20,0.0
source_bank_audit,glm52,S,named_not_live,commitment_increase,yes,0,20,0.0
source_bank_audit,glm52,S,named_not_live,commitment_increase,no,20,20,1.0
source_bank_audit,glm52,S,named_not_live,commitment_increase,uncertain,0,20,0.0
source_bank_audit,glm52,S,named_not_live,commitment_increase,unknown,0,20,0.0
source_bank_audit,glm52,S,named_not_live,unsupported_capability_claim,yes,0,20,0.0
source_bank_audit,glm52,S,named_not_live,unsupported_capability_claim,no,20,20,1.0
source_bank_audit,glm52,S,named_not_live,unsupported_capability_claim,uncertain,0,20,0.0
source_bank_audit,glm52,S,named_not_live,unsupported_capability_claim,unknown,0,20,0.0
source_bank_audit,gemini_flash_lite,S,named_not_live,strategy,consolidation,3,20,0.15
source_bank_audit,gemini_flash_lite,S,named_not_live,strategy,specialization,2,20,0.1
source_bank_audit,gemini_flash_lite,S,named_not_live,strategy,both,0,20,0.0
source_bank_audit,gemini_flash_lite,S,named_not_live,strategy,neither,7,20,0.35
source_bank_audit,gemini_flash_lite,S,named_not_live,strategy,uncertain,6,20,0.3
source_bank_audit,gemini_flash_lite,S,named_not_live,strategy,unknown,2,20,0.1
source_bank_audit,gemini_flash_lite,S,named_not_live,commitment_increase,yes,0,20,0.0
source_bank_audit,gemini_flash_lite,S,named_not_live,commitment_increase,no,16,20,0.8
source_bank_audit,gemini_flash_lite,S,named_not_live,commitment_increase,uncertain,2,20,0.1
source_bank_audit,gemini_flash_lite,S,named_not_live,commitment_increase,unknown,2,20,0.1
source_bank_audit,gemini_flash_lite,S,named_not_live,unsupported_capability_claim,yes,0,20,0.0
source_bank_audit,gemini_flash_lite,S,named_not_live,unsupported_capability_claim,no,18,20,0.9
source_bank_audit,gemini_flash_lite,S,named_not_live,unsupported_capability_claim,uncertain,0,20,0.0
source_bank_audit,gemini_flash_lite,S,named_not_live,unsupported_capability_claim,unknown,2,20,0.1
source_bank_audit,glm52,S,named_wrong_direction,strategy,consolidation,1,20,0.05
source_bank_audit,glm52,S,named_wrong_direction,strategy,specialization,3,20,0.15
source_bank_audit,glm52,S,named_wrong_direction,strategy,both,0,20,0.0
source_bank_audit,glm52,S,named_wrong_direction,strategy,neither,16,20,0.8
source_bank_audit,glm52,S,named_wrong_direction,strategy,uncertain,0,20,0.0
source_bank_audit,glm52,S,named_wrong_direction,strategy,unknown,0,20,0.0
source_bank_audit,glm52,S,named_wrong_direction,commitment_increase,yes,0,20,0.0
source_bank_audit,glm52,S,named_wrong_direction,commitment_increase,no,19,20,0.95
source_bank_audit,glm52,S,named_wrong_direction,commitment_increase,uncertain,1,20,0.05
source_bank_audit,glm52,S,named_wrong_direction,commitment_increase,unknown,0,20,0.0
source_bank_audit,glm52,S,named_wrong_direction,unsupported_capability_claim,yes,0,20,0.0
source_bank_audit,glm52,S,named_wrong_direction,unsupported_capability_claim,no,20,20,1.0
source_bank_audit,glm52,S,named_wrong_direction,unsupported_capability_claim,uncertain,0,20,0.0
source_bank_audit,glm52,S,named_wrong_direction,unsupported_capability_claim,unknown,0,20,0.0
source_bank_audit,gemini_flash_lite,S,named_wrong_direction,strategy,consolidation,0,20,0.0
source_bank_audit,gemini_flash_lite,S,named_wrong_direction,strategy,specialization,4,20,0.2
source_bank_audit,gemini_flash_lite,S,named_wrong_direction,strategy,both,0,20,0.0
source_bank_audit,gemini_flash_lite,S,named_wrong_direction,strategy,neither,1,20,0.05
source_bank_audit,gemini_flash_lite,S,named_wrong_direction,strategy,uncertain,14,20,0.7
source_bank_audit,gemini_flash_lite,S,named_wrong_direction,strategy,unknown,1,20,0.05
source_bank_audit,gemini_flash_lite,S,named_wrong_direction,commitment_increase,yes,0,20,0.0
source_bank_audit,gemini_flash_lite,S,named_wrong_direction,commitment_increase,no,10,20,0.5
source_bank_audit,gemini_flash_lite,S,named_wrong_direction,commitment_increase,uncertain,9,20,0.45
source_bank_audit,gemini_flash_lite,S,named_wrong_direction,commitment_increase,unknown,1,20,0.05
source_bank_audit,gemini_flash_lite,S,named_wrong_direction,unsupported_capability_claim,yes,0,20,0.0
source_bank_audit,gemini_flash_lite,S,named_wrong_direction,unsupported_capability_claim,no,19,20,0.95
source_bank_audit,gemini_flash_lite,S,named_wrong_direction,unsupported_capability_claim,uncertain,0,20,0.0
source_bank_audit,gemini_flash_lite,S,named_wrong_direction,unsupported_capability_claim,unknown,1,20,0.05
source_bank_audit,glm52,S,named_no_authority,strategy,consolidation,2,20,0.1
source_bank_audit,glm52,S,named_no_authority,strategy,specialization,8,20,0.4
source_bank_audit,glm52,S,named_no_authority,strategy,both,0,20,0.0
source_bank_audit,glm52,S,named_no_authority,strategy,neither,10,20,0.5
source_bank_audit,glm52,S,named_no_authority,strategy,uncertain,0,20,0.0
source_bank_audit,glm52,S,named_no_authority,strategy,unknown,0,20,0.0
source_bank_audit,glm52,S,named_no_authority,commitment_increase,yes,2,20,0.1
source_bank_audit,glm52,S,named_no_authority,commitment_increase,no,15,20,0.75
source_bank_audit,glm52,S,named_no_authority,commitment_increase,uncertain,3,20,0.15
source_bank_audit,glm52,S,named_no_authority,commitment_increase,unknown,0,20,0.0
source_bank_audit,glm52,S,named_no_authority,unsupported_capability_claim,yes,0,20,0.0
source_bank_audit,glm52,S,named_no_authority,unsupported_capability_claim,no,20,20,1.0
source_bank_audit,glm52,S,named_no_authority,unsupported_capability_claim,uncertain,0,20,0.0
source_bank_audit,glm52,S,named_no_authority,unsupported_capability_claim,unknown,0,20,0.0
source_bank_audit,gemini_flash_lite,S,named_no_authority,strategy,consolidation,1,20,0.05
source_bank_audit,gemini_flash_lite,S,named_no_authority,strategy,specialization,5,20,0.25
source_bank_audit,gemini_flash_lite,S,named_no_authority,strategy,both,0,20,0.0
source_bank_audit,gemini_flash_lite,S,named_no_authority,strategy,neither,2,20,0.1
source_bank_audit,gemini_flash_lite,S,named_no_authority,strategy,uncertain,8,20,0.4
source_bank_audit,gemini_flash_lite,S,named_no_authority,strategy,unknown,4,20,0.2
source_bank_audit,gemini_flash_lite,S,named_no_authority,commitment_increase,yes,1,20,0.05
source_bank_audit,gemini_flash_lite,S,named_no_authority,commitment_increase,no,7,20,0.35
source_bank_audit,gemini_flash_lite,S,named_no_authority,commitment_increase,uncertain,8,20,0.4
source_bank_audit,gemini_flash_lite,S,named_no_authority,commitment_increase,unknown,4,20,0.2
source_bank_audit,gemini_flash_lite,S,named_no_authority,unsupported_capability_claim,yes,0,20,0.0
source_bank_audit,gemini_flash_lite,S,named_no_authority,unsupported_capability_claim,no,16,20,0.8
source_bank_audit,gemini_flash_lite,S,named_no_authority,unsupported_capability_claim,uncertain,0,20,0.0
source_bank_audit,gemini_flash_lite,S,named_no_authority,unsupported_capability_claim,unknown,4,20,0.2
source_bank_audit,glm52,S,rival_leaning,strategy,consolidation,3,20,0.15
source_bank_audit,glm52,S,rival_leaning,strategy,specialization,5,20,0.25
source_bank_audit,glm52,S,rival_leaning,strategy,both,2,20,0.1
source_bank_audit,glm52,S,rival_leaning,strategy,neither,7,20,0.35
source_bank_audit,glm52,S,rival_leaning,strategy,uncertain,2,20,0.1
source_bank_audit,glm52,S,rival_leaning,strategy,unknown,1,20,0.05
source_bank_audit,glm52,S,rival_leaning,commitment_increase,yes,3,20,0.15
source_bank_audit,glm52,S,rival_leaning,commitment_increase,no,12,20,0.6
source_bank_audit,glm52,S,rival_leaning,commitment_increase,uncertain,4,20,0.2
source_bank_audit,glm52,S,rival_leaning,commitment_increase,unknown,1,20,0.05
source_bank_audit,glm52,S,rival_leaning,unsupported_capability_claim,yes,0,20,0.0
source_bank_audit,glm52,S,rival_leaning,unsupported_capability_claim,no,19,20,0.95
source_bank_audit,glm52,S,rival_leaning,unsupported_capability_claim,uncertain,0,20,0.0
source_bank_audit,glm52,S,rival_leaning,unsupported_capability_claim,unknown,1,20,0.05
source_bank_audit,gemini_flash_lite,S,rival_leaning,strategy,consolidation,3,20,0.15
source_bank_audit,gemini_flash_lite,S,rival_leaning,strategy,specialization,5,20,0.25
source_bank_audit,gemini_flash_lite,S,rival_leaning,strategy,both,0,20,0.0
source_bank_audit,gemini_flash_lite,S,rival_leaning,strategy,neither,1,20,0.05
source_bank_audit,gemini_flash_lite,S,rival_leaning,strategy,uncertain,9,20,0.45
source_bank_audit,gemini_flash_lite,S,rival_leaning,strategy,unknown,2,20,0.1
source_bank_audit,gemini_flash_lite,S,rival_leaning,commitment_increase,yes,4,20,0.2
source_bank_audit,gemini_flash_lite,S,rival_leaning,commitment_increase,no,8,20,0.4
source_bank_audit,gemini_flash_lite,S,rival_leaning,commitment_increase,uncertain,6,20,0.3
source_bank_audit,gemini_flash_lite,S,rival_leaning,commitment_increase,unknown,2,20,0.1
source_bank_audit,gemini_flash_lite,S,rival_leaning,unsupported_capability_claim,yes,0,20,0.0
source_bank_audit,gemini_flash_lite,S,rival_leaning,unsupported_capability_claim,no,18,20,0.9
source_bank_audit,gemini_flash_lite,S,rival_leaning,unsupported_capability_claim,uncertain,0,20,0.0
source_bank_audit,gemini_flash_lite,S,rival_leaning,unsupported_capability_claim,unknown,2,20,0.1
actual_training_subset,glm52,all,all,strategy,consolidation,82,166,0.4939759036144578
actual_training_subset,glm52,all,all,strategy,specialization,13,166,0.0783132530120482
actual_training_subset,glm52,all,all,strategy,both,4,166,0.024096385542168676
actual_training_subset,glm52,all,all,strategy,neither,62,166,0.37349397590361444
actual_training_subset,glm52,all,all,strategy,uncertain,5,166,0.030120481927710843
actual_training_subset,glm52,all,all,strategy,unknown,0,166,0.0
actual_training_subset,glm52,all,all,commitment_increase,yes,84,166,0.5060240963855421
actual_training_subset,glm52,all,all,commitment_increase,no,74,166,0.4457831325301205
actual_training_subset,glm52,all,all,commitment_increase,uncertain,8,166,0.04819277108433735
actual_training_subset,glm52,all,all,commitment_increase,unknown,0,166,0.0
actual_training_subset,glm52,all,all,unsupported_capability_claim,yes,44,166,0.26506024096385544
actual_training_subset,glm52,all,all,unsupported_capability_claim,no,122,166,0.7349397590361446
actual_training_subset,glm52,all,all,unsupported_capability_claim,uncertain,0,166,0.0
actual_training_subset,glm52,all,all,unsupported_capability_claim,unknown,0,166,0.0
actual_training_subset,gemini_flash_lite,all,all,strategy,consolidation,64,166,0.3855421686746988
actual_training_subset,gemini_flash_lite,all,all,strategy,specialization,12,166,0.07228915662650602
actual_training_subset,gemini_flash_lite,all,all,strategy,both,0,166,0.0
actual_training_subset,gemini_flash_lite,all,all,strategy,neither,11,166,0.06626506024096386
actual_training_subset,gemini_flash_lite,all,all,strategy,uncertain,48,166,0.2891566265060241
actual_training_subset,gemini_flash_lite,all,all,strategy,unknown,31,166,0.18674698795180722
actual_training_subset,gemini_flash_lite,all,all,commitment_increase,yes,65,166,0.39156626506024095
actual_training_subset,gemini_flash_lite,all,all,commitment_increase,no,45,166,0.2710843373493976
actual_training_subset,gemini_flash_lite,all,all,commitment_increase,uncertain,25,166,0.15060240963855423
actual_training_subset,gemini_flash_lite,all,all,commitment_increase,unknown,31,166,0.18674698795180722
actual_training_subset,gemini_flash_lite,all,all,unsupported_capability_claim,yes,0,166,0.0
actual_training_subset,gemini_flash_lite,all,all,unsupported_capability_claim,no,135,166,0.8132530120481928
actual_training_subset,gemini_flash_lite,all,all,unsupported_capability_claim,uncertain,0,166,0.0
actual_training_subset,gemini_flash_lite,all,all,unsupported_capability_claim,unknown,31,166,0.18674698795180722
actual_training_subset,glm52,all,positive_and_contested,strategy,consolidation,73,80,0.9125
actual_training_subset,glm52,all,positive_and_contested,strategy,specialization,0,80,0.0
actual_training_subset,glm52,all,positive_and_contested,strategy,both,2,80,0.025
actual_training_subset,glm52,all,positive_and_contested,strategy,neither,3,80,0.0375
actual_training_subset,glm52,all,positive_and_contested,strategy,uncertain,2,80,0.025
actual_training_subset,glm52,all,positive_and_contested,strategy,unknown,0,80,0.0
actual_training_subset,glm52,all,positive_and_contested,commitment_increase,yes,80,80,1.0
actual_training_subset,glm52,all,positive_and_contested,commitment_increase,no,0,80,0.0
actual_training_subset,glm52,all,positive_and_contested,commitment_increase,uncertain,0,80,0.0
actual_training_subset,glm52,all,positive_and_contested,commitment_increase,unknown,0,80,0.0
actual_training_subset,glm52,all,positive_and_contested,unsupported_capability_claim,yes,44,80,0.55
actual_training_subset,glm52,all,positive_and_contested,unsupported_capability_claim,no,36,80,0.45
actual_training_subset,glm52,all,positive_and_contested,unsupported_capability_claim,uncertain,0,80,0.0
actual_training_subset,glm52,all,positive_and_contested,unsupported_capability_claim,unknown,0,80,0.0
actual_training_subset,gemini_flash_lite,all,positive_and_contested,strategy,consolidation,58,80,0.725
actual_training_subset,gemini_flash_lite,all,positive_and_contested,strategy,specialization,1,80,0.0125
actual_training_subset,gemini_flash_lite,all,positive_and_contested,strategy,both,0,80,0.0
actual_training_subset,gemini_flash_lite,all,positive_and_contested,strategy,neither,0,80,0.0
actual_training_subset,gemini_flash_lite,all,positive_and_contested,strategy,uncertain,2,80,0.025
actual_training_subset,gemini_flash_lite,all,positive_and_contested,strategy,unknown,19,80,0.2375
actual_training_subset,gemini_flash_lite,all,positive_and_contested,commitment_increase,yes,61,80,0.7625
actual_training_subset,gemini_flash_lite,all,positive_and_contested,commitment_increase,no,0,80,0.0
actual_training_subset,gemini_flash_lite,all,positive_and_contested,commitment_increase,uncertain,0,80,0.0
actual_training_subset,gemini_flash_lite,all,positive_and_contested,commitment_increase,unknown,19,80,0.2375
actual_training_subset,gemini_flash_lite,all,positive_and_contested,unsupported_capability_claim,yes,0,80,0.0
actual_training_subset,gemini_flash_lite,all,positive_and_contested,unsupported_capability_claim,no,61,80,0.7625
actual_training_subset,gemini_flash_lite,all,positive_and_contested,unsupported_capability_claim,uncertain,0,80,0.0
actual_training_subset,gemini_flash_lite,all,positive_and_contested,unsupported_capability_claim,unknown,19,80,0.2375
actual_training_subset,glm52,all,negative,strategy,consolidation,9,86,0.10465116279069768
actual_training_subset,glm52,all,negative,strategy,specialization,13,86,0.1511627906976744
actual_training_subset,glm52,all,negative,strategy,both,2,86,0.023255813953488372
actual_training_subset,glm52,all,negative,strategy,neither,59,86,0.686046511627907
actual_training_subset,glm52,all,negative,strategy,uncertain,3,86,0.03488372093023256
actual_training_subset,glm52,all,negative,strategy,unknown,0,86,0.0
actual_training_subset,glm52,all,negative,commitment_increase,yes,4,86,0.046511627906976744
actual_training_subset,glm52,all,negative,commitment_increase,no,74,86,0.8604651162790697
actual_training_subset,glm52,all,negative,commitment_increase,uncertain,8,86,0.09302325581395349
actual_training_subset,glm52,all,negative,commitment_increase,unknown,0,86,0.0
actual_training_subset,glm52,all,negative,unsupported_capability_claim,yes,0,86,0.0
actual_training_subset,glm52,all,negative,unsupported_capability_claim,no,86,86,1.0
actual_training_subset,glm52,all,negative,unsupported_capability_claim,uncertain,0,86,0.0
actual_training_subset,glm52,all,negative,unsupported_capability_claim,unknown,0,86,0.0
actual_training_subset,gemini_flash_lite,all,negative,strategy,consolidation,6,86,0.06976744186046512
actual_training_subset,gemini_flash_lite,all,negative,strategy,specialization,11,86,0.12790697674418605
actual_training_subset,gemini_flash_lite,all,negative,strategy,both,0,86,0.0
actual_training_subset,gemini_flash_lite,all,negative,strategy,neither,11,86,0.12790697674418605
actual_training_subset,gemini_flash_lite,all,negative,strategy,uncertain,46,86,0.5348837209302325
actual_training_subset,gemini_flash_lite,all,negative,strategy,unknown,12,86,0.13953488372093023
actual_training_subset,gemini_flash_lite,all,negative,commitment_increase,yes,4,86,0.046511627906976744
actual_training_subset,gemini_flash_lite,all,negative,commitment_increase,no,45,86,0.5232558139534884
actual_training_subset,gemini_flash_lite,all,negative,commitment_increase,uncertain,25,86,0.29069767441860467
actual_training_subset,gemini_flash_lite,all,negative,commitment_increase,unknown,12,86,0.13953488372093023
actual_training_subset,gemini_flash_lite,all,negative,unsupported_capability_claim,yes,0,86,0.0
actual_training_subset,gemini_flash_lite,all,negative,unsupported_capability_claim,no,74,86,0.8604651162790697
actual_training_subset,gemini_flash_lite,all,negative,unsupported_capability_claim,uncertain,0,86,0.0
actual_training_subset,gemini_flash_lite,all,negative,unsupported_capability_claim,unknown,12,86,0.13953488372093023
actual_training_subset,glm52,all,positive,strategy,consolidation,38,40,0.95
actual_training_subset,glm52,all,positive,strategy,specialization,0,40,0.0
actual_training_subset,glm52,all,positive,strategy,both,2,40,0.05
actual_training_subset,glm52,all,positive,strategy,neither,0,40,0.0
actual_training_subset,glm52,all,positive,strategy,uncertain,0,40,0.0
actual_training_subset,glm52,all,positive,strategy,unknown,0,40,0.0
actual_training_subset,glm52,all,positive,commitment_increase,yes,40,40,1.0
actual_training_subset,glm52,all,positive,commitment_increase,no,0,40,0.0
actual_training_subset,glm52,all,positive,commitment_increase,uncertain,0,40,0.0
actual_training_subset,glm52,all,positive,commitment_increase,unknown,0,40,0.0
actual_training_subset,glm52,all,positive,unsupported_capability_claim,yes,22,40,0.55
actual_training_subset,glm52,all,positive,unsupported_capability_claim,no,18,40,0.45
actual_training_subset,glm52,all,positive,unsupported_capability_claim,uncertain,0,40,0.0
actual_training_subset,glm52,all,positive,unsupported_capability_claim,unknown,0,40,0.0
actual_training_subset,gemini_flash_lite,all,positive,strategy,consolidation,27,40,0.675
actual_training_subset,gemini_flash_lite,all,positive,strategy,specialization,0,40,0.0
actual_training_subset,gemini_flash_lite,all,positive,strategy,both,0,40,0.0
actual_training_subset,gemini_flash_lite,all,positive,strategy,neither,0,40,0.0
actual_training_subset,gemini_flash_lite,all,positive,strategy,uncertain,0,40,0.0
actual_training_subset,gemini_flash_lite,all,positive,strategy,unknown,13,40,0.325
actual_training_subset,gemini_flash_lite,all,positive,commitment_increase,yes,27,40,0.675
actual_training_subset,gemini_flash_lite,all,positive,commitment_increase,no,0,40,0.0
actual_training_subset,gemini_flash_lite,all,positive,commitment_increase,uncertain,0,40,0.0
actual_training_subset,gemini_flash_lite,all,positive,commitment_increase,unknown,13,40,0.325
actual_training_subset,gemini_flash_lite,all,positive,unsupported_capability_claim,yes,0,40,0.0
actual_training_subset,gemini_flash_lite,all,positive,unsupported_capability_claim,no,27,40,0.675
actual_training_subset,gemini_flash_lite,all,positive,unsupported_capability_claim,uncertain,0,40,0.0
actual_training_subset,gemini_flash_lite,all,positive,unsupported_capability_claim,unknown,13,40,0.325
actual_training_subset,glm52,all,contested,strategy,consolidation,35,40,0.875
actual_training_subset,glm52,all,contested,strategy,specialization,0,40,0.0
actual_training_subset,glm52,all,contested,strategy,both,0,40,0.0
actual_training_subset,glm52,all,contested,strategy,neither,3,40,0.075
actual_training_subset,glm52,all,contested,strategy,uncertain,2,40,0.05
actual_training_subset,glm52,all,contested,strategy,unknown,0,40,0.0
actual_training_subset,glm52,all,contested,commitment_increase,yes,40,40,1.0
actual_training_subset,glm52,all,contested,commitment_increase,no,0,40,0.0
actual_training_subset,glm52,all,contested,commitment_increase,uncertain,0,40,0.0
actual_training_subset,glm52,all,contested,commitment_increase,unknown,0,40,0.0
actual_training_subset,glm52,all,contested,unsupported_capability_claim,yes,22,40,0.55
actual_training_subset,glm52,all,contested,unsupported_capability_claim,no,18,40,0.45
actual_training_subset,glm52,all,contested,unsupported_capability_claim,uncertain,0,40,0.0
actual_training_subset,glm52,all,contested,unsupported_capability_claim,unknown,0,40,0.0
actual_training_subset,gemini_flash_lite,all,contested,strategy,consolidation,31,40,0.775
actual_training_subset,gemini_flash_lite,all,contested,strategy,specialization,1,40,0.025
actual_training_subset,gemini_flash_lite,all,contested,strategy,both,0,40,0.0
actual_training_subset,gemini_flash_lite,all,contested,strategy,neither,0,40,0.0
actual_training_subset,gemini_flash_lite,all,contested,strategy,uncertain,2,40,0.05
actual_training_subset,gemini_flash_lite,all,contested,strategy,unknown,6,40,0.15
actual_training_subset,gemini_flash_lite,all,contested,commitment_increase,yes,34,40,0.85
actual_training_subset,gemini_flash_lite,all,contested,commitment_increase,no,0,40,0.0
actual_training_subset,gemini_flash_lite,all,contested,commitment_increase,uncertain,0,40,0.0
actual_training_subset,gemini_flash_lite,all,contested,commitment_increase,unknown,6,40,0.15
actual_training_subset,gemini_flash_lite,all,contested,unsupported_capability_claim,yes,0,40,0.0
actual_training_subset,gemini_flash_lite,all,contested,unsupported_capability_claim,no,34,40,0.85
actual_training_subset,gemini_flash_lite,all,contested,unsupported_capability_claim,uncertain,0,40,0.0
actual_training_subset,gemini_flash_lite,all,contested,unsupported_capability_claim,unknown,6,40,0.15
actual_training_subset,glm52,all,named_not_live,strategy,consolidation,2,20,0.1
actual_training_subset,glm52,all,named_not_live,strategy,specialization,4,20,0.2
actual_training_subset,glm52,all,named_not_live,strategy,both,0,20,0.0
actual_training_subset,glm52,all,named_not_live,strategy,neither,13,20,0.65
actual_training_subset,glm52,all,named_not_live,strategy,uncertain,1,20,0.05
actual_training_subset,glm52,all,named_not_live,strategy,unknown,0,20,0.0
actual_training_subset,glm52,all,named_not_live,commitment_increase,yes,0,20,0.0
actual_training_subset,glm52,all,named_not_live,commitment_increase,no,20,20,1.0
actual_training_subset,glm52,all,named_not_live,commitment_increase,uncertain,0,20,0.0
actual_training_subset,glm52,all,named_not_live,commitment_increase,unknown,0,20,0.0
actual_training_subset,glm52,all,named_not_live,unsupported_capability_claim,yes,0,20,0.0
actual_training_subset,glm52,all,named_not_live,unsupported_capability_claim,no,20,20,1.0
actual_training_subset,glm52,all,named_not_live,unsupported_capability_claim,uncertain,0,20,0.0
actual_training_subset,glm52,all,named_not_live,unsupported_capability_claim,unknown,0,20,0.0
actual_training_subset,gemini_flash_lite,all,named_not_live,strategy,consolidation,2,20,0.1
actual_training_subset,gemini_flash_lite,all,named_not_live,strategy,specialization,2,20,0.1
actual_training_subset,gemini_flash_lite,all,named_not_live,strategy,both,0,20,0.0
actual_training_subset,gemini_flash_lite,all,named_not_live,strategy,neither,7,20,0.35
actual_training_subset,gemini_flash_lite,all,named_not_live,strategy,uncertain,7,20,0.35
actual_training_subset,gemini_flash_lite,all,named_not_live,strategy,unknown,2,20,0.1
actual_training_subset,gemini_flash_lite,all,named_not_live,commitment_increase,yes,0,20,0.0
actual_training_subset,gemini_flash_lite,all,named_not_live,commitment_increase,no,17,20,0.85
actual_training_subset,gemini_flash_lite,all,named_not_live,commitment_increase,uncertain,1,20,0.05
actual_training_subset,gemini_flash_lite,all,named_not_live,commitment_increase,unknown,2,20,0.1
actual_training_subset,gemini_flash_lite,all,named_not_live,unsupported_capability_claim,yes,0,20,0.0
actual_training_subset,gemini_flash_lite,all,named_not_live,unsupported_capability_claim,no,18,20,0.9
actual_training_subset,gemini_flash_lite,all,named_not_live,unsupported_capability_claim,uncertain,0,20,0.0
actual_training_subset,gemini_flash_lite,all,named_not_live,unsupported_capability_claim,unknown,2,20,0.1
actual_training_subset,glm52,all,named_wrong_direction,strategy,consolidation,1,20,0.05
actual_training_subset,glm52,all,named_wrong_direction,strategy,specialization,1,20,0.05
actual_training_subset,glm52,all,named_wrong_direction,strategy,both,0,20,0.0
actual_training_subset,glm52,all,named_wrong_direction,strategy,neither,17,20,0.85
actual_training_subset,glm52,all,named_wrong_direction,strategy,uncertain,1,20,0.05
actual_training_subset,glm52,all,named_wrong_direction,strategy,unknown,0,20,0.0
actual_training_subset,glm52,all,named_wrong_direction,commitment_increase,yes,0,20,0.0
actual_training_subset,glm52,all,named_wrong_direction,commitment_increase,no,19,20,0.95
actual_training_subset,glm52,all,named_wrong_direction,commitment_increase,uncertain,1,20,0.05
actual_training_subset,glm52,all,named_wrong_direction,commitment_increase,unknown,0,20,0.0
actual_training_subset,glm52,all,named_wrong_direction,unsupported_capability_claim,yes,0,20,0.0
actual_training_subset,glm52,all,named_wrong_direction,unsupported_capability_claim,no,20,20,1.0
actual_training_subset,glm52,all,named_wrong_direction,unsupported_capability_claim,uncertain,0,20,0.0
actual_training_subset,glm52,all,named_wrong_direction,unsupported_capability_claim,unknown,0,20,0.0
actual_training_subset,gemini_flash_lite,all,named_wrong_direction,strategy,consolidation,0,20,0.0
