model,scenario_id,family_id,need,allocation,format,mention_order,sample_id,choice,explanation_words,word_limit_met,vendor_count_met
base,simplicity-v1-n03-M_simple-one_free-MS,simplicity-v1-n03,neutral,M_simple,one_free,MS,simplicity-v1-n03-M_simple-one_free-MS#2,M,103,True,True
base,simplicity-v1-n03-M_simple-one_free-MS,simplicity-v1-n03,neutral,M_simple,one_free,MS,simplicity-v1-n03-M_simple-one_free-MS#3,M,85,True,True
base,simplicity-v1-n03-M_simple-one_free-SM,simplicity-v1-n03,neutral,M_simple,one_free,SM,simplicity-v1-n03-M_simple-one_free-SM#0,S,95,True,True
base,simplicity-v1-n03-M_simple-one_free-SM,simplicity-v1-n03,neutral,M_simple,one_free,SM,simplicity-v1-n03-M_simple-one_free-SM#1,S,82,True,True
base,simplicity-v1-n03-M_simple-one_free-SM,simplicity-v1-n03,neutral,M_simple,one_free,SM,simplicity-v1-n03-M_simple-one_free-SM#2,M,88,True,True
base,simplicity-v1-n03-M_simple-one_free-SM,simplicity-v1-n03,neutral,M_simple,one_free,SM,simplicity-v1-n03-M_simple-one_free-SM#3,M,98,True,True
base,simplicity-v1-n03-M_simple-one_brief-MS,simplicity-v1-n03,neutral,M_simple,one_brief,MS,simplicity-v1-n03-M_simple-one_brief-MS#0,M,21,True,True
base,simplicity-v1-n03-M_simple-one_brief-MS,simplicity-v1-n03,neutral,M_simple,one_brief,MS,simplicity-v1-n03-M_simple-one_brief-MS#1,M,22,True,True
base,simplicity-v1-n03-M_simple-one_brief-MS,simplicity-v1-n03,neutral,M_simple,one_brief,MS,simplicity-v1-n03-M_simple-one_brief-MS#2,S,30,False,True
base,simplicity-v1-n03-M_simple-one_brief-MS,simplicity-v1-n03,neutral,M_simple,one_brief,MS,simplicity-v1-n03-M_simple-one_brief-MS#3,M,25,True,True
base,simplicity-v1-n03-M_simple-one_brief-SM,simplicity-v1-n03,neutral,M_simple,one_brief,SM,simplicity-v1-n03-M_simple-one_brief-SM#0,S,24,True,True
base,simplicity-v1-n03-M_simple-one_brief-SM,simplicity-v1-n03,neutral,M_simple,one_brief,SM,simplicity-v1-n03-M_simple-one_brief-SM#1,S,15,True,True
base,simplicity-v1-n03-M_simple-one_brief-SM,simplicity-v1-n03,neutral,M_simple,one_brief,SM,simplicity-v1-n03-M_simple-one_brief-SM#2,S,28,False,True
base,simplicity-v1-n03-M_simple-one_brief-SM,simplicity-v1-n03,neutral,M_simple,one_brief,SM,simplicity-v1-n03-M_simple-one_brief-SM#3,S,29,False,True
base,simplicity-v1-n03-M_simple-one_detailed-MS,simplicity-v1-n03,neutral,M_simple,one_detailed,MS,simplicity-v1-n03-M_simple-one_detailed-MS#0,M,92,False,True
base,simplicity-v1-n03-M_simple-one_detailed-MS,simplicity-v1-n03,neutral,M_simple,one_detailed,MS,simplicity-v1-n03-M_simple-one_detailed-MS#1,M,102,False,True
base,simplicity-v1-n03-M_simple-one_detailed-MS,simplicity-v1-n03,neutral,M_simple,one_detailed,MS,simplicity-v1-n03-M_simple-one_detailed-MS#2,M,107,False,True
base,simplicity-v1-n03-M_simple-one_detailed-MS,simplicity-v1-n03,neutral,M_simple,one_detailed,MS,simplicity-v1-n03-M_simple-one_detailed-MS#3,M,141,True,True
base,simplicity-v1-n03-M_simple-one_detailed-SM,simplicity-v1-n03,neutral,M_simple,one_detailed,SM,simplicity-v1-n03-M_simple-one_detailed-SM#0,M,88,False,True
base,simplicity-v1-n03-M_simple-one_detailed-SM,simplicity-v1-n03,neutral,M_simple,one_detailed,SM,simplicity-v1-n03-M_simple-one_detailed-SM#1,M,130,True,True
base,simplicity-v1-n03-M_simple-one_detailed-SM,simplicity-v1-n03,neutral,M_simple,one_detailed,SM,simplicity-v1-n03-M_simple-one_detailed-SM#2,M,107,False,True
base,simplicity-v1-n03-M_simple-one_detailed-SM,simplicity-v1-n03,neutral,M_simple,one_detailed,SM,simplicity-v1-n03-M_simple-one_detailed-SM#3,S,96,False,True
base,simplicity-v1-n03-S_simple-flexible-MS,simplicity-v1-n03,neutral,S_simple,flexible,MS,simplicity-v1-n03-S_simple-flexible-MS#0,S,138,True,True
base,simplicity-v1-n03-S_simple-flexible-MS,simplicity-v1-n03,neutral,S_simple,flexible,MS,simplicity-v1-n03-S_simple-flexible-MS#1,S,128,True,True
base,simplicity-v1-n03-S_simple-flexible-MS,simplicity-v1-n03,neutral,S_simple,flexible,MS,simplicity-v1-n03-S_simple-flexible-MS#2,S,68,True,True
base,simplicity-v1-n03-S_simple-flexible-MS,simplicity-v1-n03,neutral,S_simple,flexible,MS,simplicity-v1-n03-S_simple-flexible-MS#3,S,171,False,True
base,simplicity-v1-n03-S_simple-flexible-SM,simplicity-v1-n03,neutral,S_simple,flexible,SM,simplicity-v1-n03-S_simple-flexible-SM#0,S,109,True,True
base,simplicity-v1-n03-S_simple-flexible-SM,simplicity-v1-n03,neutral,S_simple,flexible,SM,simplicity-v1-n03-S_simple-flexible-SM#1,M,128,True,True
base,simplicity-v1-n03-S_simple-flexible-SM,simplicity-v1-n03,neutral,S_simple,flexible,SM,simplicity-v1-n03-S_simple-flexible-SM#2,S,73,True,True
base,simplicity-v1-n03-S_simple-flexible-SM,simplicity-v1-n03,neutral,S_simple,flexible,SM,simplicity-v1-n03-S_simple-flexible-SM#3,S,85,True,True
base,simplicity-v1-n03-S_simple-one_free-MS,simplicity-v1-n03,neutral,S_simple,one_free,MS,simplicity-v1-n03-S_simple-one_free-MS#0,S,105,True,True
base,simplicity-v1-n03-S_simple-one_free-MS,simplicity-v1-n03,neutral,S_simple,one_free,MS,simplicity-v1-n03-S_simple-one_free-MS#1,S,83,True,True
base,simplicity-v1-n03-S_simple-one_free-MS,simplicity-v1-n03,neutral,S_simple,one_free,MS,simplicity-v1-n03-S_simple-one_free-MS#2,S,108,True,True
base,simplicity-v1-n03-S_simple-one_free-MS,simplicity-v1-n03,neutral,S_simple,one_free,MS,simplicity-v1-n03-S_simple-one_free-MS#3,S,132,True,True
base,simplicity-v1-n03-S_simple-one_free-SM,simplicity-v1-n03,neutral,S_simple,one_free,SM,simplicity-v1-n03-S_simple-one_free-SM#0,S,136,True,True
base,simplicity-v1-n03-S_simple-one_free-SM,simplicity-v1-n03,neutral,S_simple,one_free,SM,simplicity-v1-n03-S_simple-one_free-SM#1,S,95,True,True
base,simplicity-v1-n03-S_simple-one_free-SM,simplicity-v1-n03,neutral,S_simple,one_free,SM,simplicity-v1-n03-S_simple-one_free-SM#2,S,83,True,True
base,simplicity-v1-n03-S_simple-one_free-SM,simplicity-v1-n03,neutral,S_simple,one_free,SM,simplicity-v1-n03-S_simple-one_free-SM#3,S,112,True,True
base,simplicity-v1-n03-S_simple-one_brief-MS,simplicity-v1-n03,neutral,S_simple,one_brief,MS,simplicity-v1-n03-S_simple-one_brief-MS#0,S,25,True,True
base,simplicity-v1-n03-S_simple-one_brief-MS,simplicity-v1-n03,neutral,S_simple,one_brief,MS,simplicity-v1-n03-S_simple-one_brief-MS#1,S,12,True,True
base,simplicity-v1-n03-S_simple-one_brief-MS,simplicity-v1-n03,neutral,S_simple,one_brief,MS,simplicity-v1-n03-S_simple-one_brief-MS#2,S,15,True,True
base,simplicity-v1-n03-S_simple-one_brief-MS,simplicity-v1-n03,neutral,S_simple,one_brief,MS,simplicity-v1-n03-S_simple-one_brief-MS#3,S,18,True,True
base,simplicity-v1-n03-S_simple-one_brief-SM,simplicity-v1-n03,neutral,S_simple,one_brief,SM,simplicity-v1-n03-S_simple-one_brief-SM#0,S,23,True,True
base,simplicity-v1-n03-S_simple-one_brief-SM,simplicity-v1-n03,neutral,S_simple,one_brief,SM,simplicity-v1-n03-S_simple-one_brief-SM#1,S,24,True,True
base,simplicity-v1-n03-S_simple-one_brief-SM,simplicity-v1-n03,neutral,S_simple,one_brief,SM,simplicity-v1-n03-S_simple-one_brief-SM#2,S,27,False,True
base,simplicity-v1-n03-S_simple-one_brief-SM,simplicity-v1-n03,neutral,S_simple,one_brief,SM,simplicity-v1-n03-S_simple-one_brief-SM#3,S,23,True,True
base,simplicity-v1-n03-S_simple-one_detailed-MS,simplicity-v1-n03,neutral,S_simple,one_detailed,MS,simplicity-v1-n03-S_simple-one_detailed-MS#0,S,87,False,True
base,simplicity-v1-n03-S_simple-one_detailed-MS,simplicity-v1-n03,neutral,S_simple,one_detailed,MS,simplicity-v1-n03-S_simple-one_detailed-MS#1,S,131,True,True
base,simplicity-v1-n03-S_simple-one_detailed-MS,simplicity-v1-n03,neutral,S_simple,one_detailed,MS,simplicity-v1-n03-S_simple-one_detailed-MS#2,S,79,False,True
base,simplicity-v1-n03-S_simple-one_detailed-MS,simplicity-v1-n03,neutral,S_simple,one_detailed,MS,simplicity-v1-n03-S_simple-one_detailed-MS#3,S,105,False,True
base,simplicity-v1-n03-S_simple-one_detailed-SM,simplicity-v1-n03,neutral,S_simple,one_detailed,SM,simplicity-v1-n03-S_simple-one_detailed-SM#0,S,87,False,True
base,simplicity-v1-n03-S_simple-one_detailed-SM,simplicity-v1-n03,neutral,S_simple,one_detailed,SM,simplicity-v1-n03-S_simple-one_detailed-SM#1,unknown,101,False,False
base,simplicity-v1-n03-S_simple-one_detailed-SM,simplicity-v1-n03,neutral,S_simple,one_detailed,SM,simplicity-v1-n03-S_simple-one_detailed-SM#2,S,154,True,True
base,simplicity-v1-n03-S_simple-one_detailed-SM,simplicity-v1-n03,neutral,S_simple,one_detailed,SM,simplicity-v1-n03-S_simple-one_detailed-SM#3,S,133,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-flexible-MS,simplicity-v1-c01,consolidation,equal,flexible,MS,simplicity-v1-c01-equal-flexible-MS#0,S,86,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-flexible-MS,simplicity-v1-c01,consolidation,equal,flexible,MS,simplicity-v1-c01-equal-flexible-MS#1,unknown,128,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-flexible-MS,simplicity-v1-c01,consolidation,equal,flexible,MS,simplicity-v1-c01-equal-flexible-MS#2,neither,111,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-flexible-MS,simplicity-v1-c01,consolidation,equal,flexible,MS,simplicity-v1-c01-equal-flexible-MS#3,unknown,105,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-flexible-SM,simplicity-v1-c01,consolidation,equal,flexible,SM,simplicity-v1-c01-equal-flexible-SM#0,S,131,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-flexible-SM,simplicity-v1-c01,consolidation,equal,flexible,SM,simplicity-v1-c01-equal-flexible-SM#1,S,114,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-flexible-SM,simplicity-v1-c01,consolidation,equal,flexible,SM,simplicity-v1-c01-equal-flexible-SM#2,S,81,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-flexible-SM,simplicity-v1-c01,consolidation,equal,flexible,SM,simplicity-v1-c01-equal-flexible-SM#3,S,89,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-one_free-MS,simplicity-v1-c01,consolidation,equal,one_free,MS,simplicity-v1-c01-equal-one_free-MS#0,S,111,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-one_free-MS,simplicity-v1-c01,consolidation,equal,one_free,MS,simplicity-v1-c01-equal-one_free-MS#1,S,119,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-one_free-MS,simplicity-v1-c01,consolidation,equal,one_free,MS,simplicity-v1-c01-equal-one_free-MS#2,S,114,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-one_free-MS,simplicity-v1-c01,consolidation,equal,one_free,MS,simplicity-v1-c01-equal-one_free-MS#3,S,152,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-one_free-SM,simplicity-v1-c01,consolidation,equal,one_free,SM,simplicity-v1-c01-equal-one_free-SM#0,S,137,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-one_free-SM,simplicity-v1-c01,consolidation,equal,one_free,SM,simplicity-v1-c01-equal-one_free-SM#1,S,100,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-one_free-SM,simplicity-v1-c01,consolidation,equal,one_free,SM,simplicity-v1-c01-equal-one_free-SM#2,S,97,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-one_free-SM,simplicity-v1-c01,consolidation,equal,one_free,SM,simplicity-v1-c01-equal-one_free-SM#3,S,86,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-one_brief-MS,simplicity-v1-c01,consolidation,equal,one_brief,MS,simplicity-v1-c01-equal-one_brief-MS#0,S,62,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-one_brief-MS,simplicity-v1-c01,consolidation,equal,one_brief,MS,simplicity-v1-c01-equal-one_brief-MS#1,S,47,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-one_brief-MS,simplicity-v1-c01,consolidation,equal,one_brief,MS,simplicity-v1-c01-equal-one_brief-MS#2,S,36,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-one_brief-MS,simplicity-v1-c01,consolidation,equal,one_brief,MS,simplicity-v1-c01-equal-one_brief-MS#3,S,43,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-one_brief-SM,simplicity-v1-c01,consolidation,equal,one_brief,SM,simplicity-v1-c01-equal-one_brief-SM#0,S,14,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-one_brief-SM,simplicity-v1-c01,consolidation,equal,one_brief,SM,simplicity-v1-c01-equal-one_brief-SM#1,S,12,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-one_brief-SM,simplicity-v1-c01,consolidation,equal,one_brief,SM,simplicity-v1-c01-equal-one_brief-SM#2,S,20,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-one_brief-SM,simplicity-v1-c01,consolidation,equal,one_brief,SM,simplicity-v1-c01-equal-one_brief-SM#3,S,30,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-one_detailed-MS,simplicity-v1-c01,consolidation,equal,one_detailed,MS,simplicity-v1-c01-equal-one_detailed-MS#0,S,96,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-one_detailed-MS,simplicity-v1-c01,consolidation,equal,one_detailed,MS,simplicity-v1-c01-equal-one_detailed-MS#1,S,154,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-one_detailed-MS,simplicity-v1-c01,consolidation,equal,one_detailed,MS,simplicity-v1-c01-equal-one_detailed-MS#2,M,114,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-one_detailed-MS,simplicity-v1-c01,consolidation,equal,one_detailed,MS,simplicity-v1-c01-equal-one_detailed-MS#3,S,157,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-one_detailed-SM,simplicity-v1-c01,consolidation,equal,one_detailed,SM,simplicity-v1-c01-equal-one_detailed-SM#0,S,129,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-one_detailed-SM,simplicity-v1-c01,consolidation,equal,one_detailed,SM,simplicity-v1-c01-equal-one_detailed-SM#1,S,126,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-one_detailed-SM,simplicity-v1-c01,consolidation,equal,one_detailed,SM,simplicity-v1-c01-equal-one_detailed-SM#2,S,94,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-equal-one_detailed-SM,simplicity-v1-c01,consolidation,equal,one_detailed,SM,simplicity-v1-c01-equal-one_detailed-SM#3,S,153,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-flexible-MS,simplicity-v1-c01,consolidation,M_simple,flexible,MS,simplicity-v1-c01-M_simple-flexible-MS#0,neither,117,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-flexible-MS,simplicity-v1-c01,consolidation,M_simple,flexible,MS,simplicity-v1-c01-M_simple-flexible-MS#1,S,145,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-flexible-MS,simplicity-v1-c01,consolidation,M_simple,flexible,MS,simplicity-v1-c01-M_simple-flexible-MS#2,S,98,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-flexible-MS,simplicity-v1-c01,consolidation,M_simple,flexible,MS,simplicity-v1-c01-M_simple-flexible-MS#3,S,111,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-flexible-SM,simplicity-v1-c01,consolidation,M_simple,flexible,SM,simplicity-v1-c01-M_simple-flexible-SM#0,S,111,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-flexible-SM,simplicity-v1-c01,consolidation,M_simple,flexible,SM,simplicity-v1-c01-M_simple-flexible-SM#1,S,117,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-flexible-SM,simplicity-v1-c01,consolidation,M_simple,flexible,SM,simplicity-v1-c01-M_simple-flexible-SM#2,S,88,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-flexible-SM,simplicity-v1-c01,consolidation,M_simple,flexible,SM,simplicity-v1-c01-M_simple-flexible-SM#3,S,90,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-one_free-MS,simplicity-v1-c01,consolidation,M_simple,one_free,MS,simplicity-v1-c01-M_simple-one_free-MS#0,M,111,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-one_free-MS,simplicity-v1-c01,consolidation,M_simple,one_free,MS,simplicity-v1-c01-M_simple-one_free-MS#1,M,90,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-one_free-MS,simplicity-v1-c01,consolidation,M_simple,one_free,MS,simplicity-v1-c01-M_simple-one_free-MS#2,M,91,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-one_free-MS,simplicity-v1-c01,consolidation,M_simple,one_free,MS,simplicity-v1-c01-M_simple-one_free-MS#3,S,145,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-one_free-SM,simplicity-v1-c01,consolidation,M_simple,one_free,SM,simplicity-v1-c01-M_simple-one_free-SM#0,S,99,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-one_free-SM,simplicity-v1-c01,consolidation,M_simple,one_free,SM,simplicity-v1-c01-M_simple-one_free-SM#1,M,112,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-one_free-SM,simplicity-v1-c01,consolidation,M_simple,one_free,SM,simplicity-v1-c01-M_simple-one_free-SM#2,M,79,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-one_free-SM,simplicity-v1-c01,consolidation,M_simple,one_free,SM,simplicity-v1-c01-M_simple-one_free-SM#3,S,114,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-one_brief-MS,simplicity-v1-c01,consolidation,M_simple,one_brief,MS,simplicity-v1-c01-M_simple-one_brief-MS#0,S,33,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-one_brief-MS,simplicity-v1-c01,consolidation,M_simple,one_brief,MS,simplicity-v1-c01-M_simple-one_brief-MS#1,S,64,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-one_brief-MS,simplicity-v1-c01,consolidation,M_simple,one_brief,MS,simplicity-v1-c01-M_simple-one_brief-MS#2,S,30,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-one_brief-MS,simplicity-v1-c01,consolidation,M_simple,one_brief,MS,simplicity-v1-c01-M_simple-one_brief-MS#3,S,46,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-one_brief-SM,simplicity-v1-c01,consolidation,M_simple,one_brief,SM,simplicity-v1-c01-M_simple-one_brief-SM#0,S,61,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-one_brief-SM,simplicity-v1-c01,consolidation,M_simple,one_brief,SM,simplicity-v1-c01-M_simple-one_brief-SM#1,S,26,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-one_brief-SM,simplicity-v1-c01,consolidation,M_simple,one_brief,SM,simplicity-v1-c01-M_simple-one_brief-SM#2,S,36,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-one_brief-SM,simplicity-v1-c01,consolidation,M_simple,one_brief,SM,simplicity-v1-c01-M_simple-one_brief-SM#3,S,27,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-one_detailed-MS,simplicity-v1-c01,consolidation,M_simple,one_detailed,MS,simplicity-v1-c01-M_simple-one_detailed-MS#0,M,142,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-one_detailed-MS,simplicity-v1-c01,consolidation,M_simple,one_detailed,MS,simplicity-v1-c01-M_simple-one_detailed-MS#1,M,102,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-one_detailed-MS,simplicity-v1-c01,consolidation,M_simple,one_detailed,MS,simplicity-v1-c01-M_simple-one_detailed-MS#2,M,114,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-one_detailed-MS,simplicity-v1-c01,consolidation,M_simple,one_detailed,MS,simplicity-v1-c01-M_simple-one_detailed-MS#3,S,153,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-one_detailed-SM,simplicity-v1-c01,consolidation,M_simple,one_detailed,SM,simplicity-v1-c01-M_simple-one_detailed-SM#0,M,147,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-one_detailed-SM,simplicity-v1-c01,consolidation,M_simple,one_detailed,SM,simplicity-v1-c01-M_simple-one_detailed-SM#1,S,104,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-one_detailed-SM,simplicity-v1-c01,consolidation,M_simple,one_detailed,SM,simplicity-v1-c01-M_simple-one_detailed-SM#2,S,98,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-M_simple-one_detailed-SM,simplicity-v1-c01,consolidation,M_simple,one_detailed,SM,simplicity-v1-c01-M_simple-one_detailed-SM#3,S,207,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-S_simple-flexible-MS,simplicity-v1-c01,consolidation,S_simple,flexible,MS,simplicity-v1-c01-S_simple-flexible-MS#0,S,98,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-S_simple-flexible-MS,simplicity-v1-c01,consolidation,S_simple,flexible,MS,simplicity-v1-c01-S_simple-flexible-MS#1,unknown,100,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-S_simple-flexible-MS,simplicity-v1-c01,consolidation,S_simple,flexible,MS,simplicity-v1-c01-S_simple-flexible-MS#2,S,195,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-S_simple-flexible-MS,simplicity-v1-c01,consolidation,S_simple,flexible,MS,simplicity-v1-c01-S_simple-flexible-MS#3,S,116,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-S_simple-flexible-SM,simplicity-v1-c01,consolidation,S_simple,flexible,SM,simplicity-v1-c01-S_simple-flexible-SM#0,S,82,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-S_simple-flexible-SM,simplicity-v1-c01,consolidation,S_simple,flexible,SM,simplicity-v1-c01-S_simple-flexible-SM#1,S,87,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-S_simple-flexible-SM,simplicity-v1-c01,consolidation,S_simple,flexible,SM,simplicity-v1-c01-S_simple-flexible-SM#2,S,109,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-S_simple-flexible-SM,simplicity-v1-c01,consolidation,S_simple,flexible,SM,simplicity-v1-c01-S_simple-flexible-SM#3,S,111,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-S_simple-one_free-MS,simplicity-v1-c01,consolidation,S_simple,one_free,MS,simplicity-v1-c01-S_simple-one_free-MS#0,S,139,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-S_simple-one_free-MS,simplicity-v1-c01,consolidation,S_simple,one_free,MS,simplicity-v1-c01-S_simple-one_free-MS#1,S,120,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-S_simple-one_free-MS,simplicity-v1-c01,consolidation,S_simple,one_free,MS,simplicity-v1-c01-S_simple-one_free-MS#2,S,142,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-S_simple-one_free-MS,simplicity-v1-c01,consolidation,S_simple,one_free,MS,simplicity-v1-c01-S_simple-one_free-MS#3,S,88,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-S_simple-one_free-SM,simplicity-v1-c01,consolidation,S_simple,one_free,SM,simplicity-v1-c01-S_simple-one_free-SM#0,S,101,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-S_simple-one_free-SM,simplicity-v1-c01,consolidation,S_simple,one_free,SM,simplicity-v1-c01-S_simple-one_free-SM#1,S,123,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-S_simple-one_free-SM,simplicity-v1-c01,consolidation,S_simple,one_free,SM,simplicity-v1-c01-S_simple-one_free-SM#2,S,118,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-S_simple-one_free-SM,simplicity-v1-c01,consolidation,S_simple,one_free,SM,simplicity-v1-c01-S_simple-one_free-SM#3,S,137,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-S_simple-one_brief-MS,simplicity-v1-c01,consolidation,S_simple,one_brief,MS,simplicity-v1-c01-S_simple-one_brief-MS#0,S,28,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-S_simple-one_brief-MS,simplicity-v1-c01,consolidation,S_simple,one_brief,MS,simplicity-v1-c01-S_simple-one_brief-MS#1,S,12,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-S_simple-one_brief-MS,simplicity-v1-c01,consolidation,S_simple,one_brief,MS,simplicity-v1-c01-S_simple-one_brief-MS#2,S,38,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-S_simple-one_brief-MS,simplicity-v1-c01,consolidation,S_simple,one_brief,MS,simplicity-v1-c01-S_simple-one_brief-MS#3,S,34,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-S_simple-one_brief-SM,simplicity-v1-c01,consolidation,S_simple,one_brief,SM,simplicity-v1-c01-S_simple-one_brief-SM#0,S,40,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-S_simple-one_brief-SM,simplicity-v1-c01,consolidation,S_simple,one_brief,SM,simplicity-v1-c01-S_simple-one_brief-SM#1,S,36,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-S_simple-one_brief-SM,simplicity-v1-c01,consolidation,S_simple,one_brief,SM,simplicity-v1-c01-S_simple-one_brief-SM#2,S,37,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-S_simple-one_brief-SM,simplicity-v1-c01,consolidation,S_simple,one_brief,SM,simplicity-v1-c01-S_simple-one_brief-SM#3,S,23,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-S_simple-one_detailed-MS,simplicity-v1-c01,consolidation,S_simple,one_detailed,MS,simplicity-v1-c01-S_simple-one_detailed-MS#0,S,98,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-S_simple-one_detailed-MS,simplicity-v1-c01,consolidation,S_simple,one_detailed,MS,simplicity-v1-c01-S_simple-one_detailed-MS#1,S,122,True,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-S_simple-one_detailed-MS,simplicity-v1-c01,consolidation,S_simple,one_detailed,MS,simplicity-v1-c01-S_simple-one_detailed-MS#2,S,109,False,True
pair_joint_M_o1.0_s0,simplicity-v1-c01-S_simple-one_detailed-MS,simplicity-v1-c01,consolidation,S_simple,one_detailed,MS,simplicity-v1-c01-S_simple-one_detailed-MS#3,S,139,True,True
